SCIENTIFIC_NAME,COMMON_NAME,SPECIES_CODE,CATEGORY,TAXON_ORDER,COM_NAME_CODES,SCI_NAME_CODES,BANDING_CODES,ORDER,FAMILY_COM_NAME,FAMILY_SCI_NAME,REPORT_AS,EXTINCT,EXTINCT_YEAR,FAMILY_CODE
Branta bernicla nigricans,Brant (Black),blkbra1,issf,317.0,BRAN BRGO,BRBE,BLBR,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,brant,,,anatid1
Branta bernicla (Gray-bellied),Brant (Gray-bellied),gybbra1,form,318.0,BRAN BRGO,BRBE,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,brant,,,anatid1
Branta bernicla bernicla x nigricans,Brant (Dark-bellied x Black),brant2,intergrade,319.0,BRAN BRGO,BRBE,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,brant,,,anatid1
Branta bernicla hrota x nigricans,Brant (Pale-bellied x Black),brant1,intergrade,320.0,BRAN BRGO,BRBE,BABI,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,brant,,,anatid1
Anser caerulescens x Branta bernicla,Snow Goose x Brant (hybrid),x00685,hybrid,321.0,SNGO BRAN BRGO,BRBE ANCA,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Branta leucopsis,Barnacle Goose,bargoo,species,322.0,BAGO,BRLE,BARG,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Anser indicus x Branta leucopsis,Bar-headed x Barnacle Goose (hybrid),x00363,hybrid,323.0,BAGO BHGO BARG,ANIN BRLE,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Anser canagicus x Branta leucopsis,Emperor x Barnacle Goose (hybrid),x00993,hybrid,324.0,EMGO BAGO BARG,ANCA BRLE,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Anser caerulescens x Branta leucopsis,Snow x Barnacle Goose (hybrid),x00994,hybrid,325.0,BAGO SNGO BARG,ANCA BRLE,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Anser rossii x Branta leucopsis,Ross's x Barnacle Goose (hybrid),x00995,hybrid,326.0,BAGO BARG ROGO,ANRO BRLE,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Anser anser x Branta leucopsis,Graylag x Barnacle Goose (hybrid),x00649,hybrid,327.0,BAGO BARG GRGO,ANAN BRLE,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Anser albifrons x Branta leucopsis,Greater White-fronted x Barnacle Goose (hybrid),x00757,hybrid,328.0,GWFG BAGO BARG,BRLE ANAL,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Anser erythropus x Branta leucopsis,Lesser White-fronted x Barnacle Goose (hybrid),x00364,hybrid,329.0,BAGO BARG LWFG,ANER BRLE,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Anser brachyrhynchus x Branta leucopsis,Pink-footed x Barnacle Goose (hybrid),x00756,hybrid,330.0,BAGO BARG PFGO,BRLE ANBR,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Branta hutchinsii,Cackling Goose,cacgoo1,species,331.0,CAGO,BRHU,CACG,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Branta hutchinsii leucopareia,Cackling Goose (Aleutian),alcgoo1,issf,332.0,CACG CAGO,BRHU,ACGO,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,cacgoo1,,,anatid1
Branta hutchinsii hutchinsii,Cackling Goose (Richardson's),ricgoo1,issf,333.0,CACG CAGO,BRHU,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,cacgoo1,,,anatid1
Branta hutchinsii minima,Cackling Goose (minima),cacgoo2,issf,334.0,CACG CAGO,BRHU,MCGO,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,cacgoo1,,,anatid1
Branta hutchinsii taverneri,Cackling Goose (Taverner's),tacgoo1,issf,335.0,CAGO CACG,BRHU,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,cacgoo1,,,anatid1
Anser canagicus x Branta hutchinsii,Emperor x Cackling Goose (hybrid),x00831,hybrid,336.0,EMGO CACG CAGO,ANCA BRHU,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Anser caerulescens x Branta hutchinsii,Snow x Cackling Goose (hybrid),x00692,hybrid,337.0,CACG CAGO SNGO,ANCA BRHU,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Anser rossii x Branta hutchinsii,Ross's x Cackling Goose (hybrid),x00694,hybrid,338.0,CACG CAGO ROGO,ANRO BRHU,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Branta bernicla x hutchinsii,Brant x Cackling Goose (hybrid),x00722,hybrid,339.0,CAGO BRAN CACG BRGO,BRBE BRHU,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Anser albifrons x Branta hutchinsii,Greater White-fronted x Cackling Goose (hybrid),x00414,hybrid,340.0,GWFG CAGO CACG,ANAL BRHU,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Branta leucopsis x hutchinsii,Barnacle x Cackling Goose (hybrid),x00416,hybrid,341.0,BAGO CAGO BARG CACG,BRHU BRLE,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Branta canadensis,Canada Goose,cangoo,species,342.0,CAGO,BRCA,CANG,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Branta canadensis moffitti/maxima,Canada Goose (moffitti/maxima),cangoo4,issf,343.0,CANG CAGO,BRCA,LCGO,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,cangoo,,,anatid1
Branta canadensis occidentalis/fulva,Canada Goose (occidentalis/fulva),cangoo3,issf,346.0,CANG CAGO,BRCA,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,cangoo,,,anatid1
Branta canadensis [canadensis Group],Canada Goose (canadensis Group),cangoo1,issf,349.0,CANG CAGO,BRCA,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,cangoo,,,anatid1
Anser indicus x Branta canadensis,Bar-headed x Canada Goose (hybrid),x00908,hybrid,353.0,CANG CAGO BHGO,ANIN BRCA,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Anser cygnoides x Branta canadensis,Swan x Canada Goose (hybrid),swagoo3,hybrid,354.0,CANG CAGO SWGO,BRCA ANCY,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Anser brachyrhynchus x Branta canadensis,Pink-footed x Canada Goose (hybrid),x00650,hybrid,355.0,CANG CAGO PFGO,BRCA ANBR,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Anser albifrons x Branta canadensis,Greater White-fronted x Canada Goose (hybrid),x00415,hybrid,356.0,GWFG CANG CAGO,BRCA ANAL,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Anser albifrons x Branta hutchinsii/canadensis,Greater White-fronted x Cackling/Canada Goose (hybrid),x01088,hybrid,357.0,CANG GWFG CAGO CACG CCGO,BRCA ANAL BRHU,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Anser anser x Branta canadensis,Graylag x Canada Goose (hybrid),x00758,hybrid,358.0,CANG CAGO GRGO,ANAN BRCA,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Anser sp. (Domestic type) x Branta canadensis,Domestic goose sp. x Canada Goose (hybrid),x00759,hybrid,359.0,CANG CAGO DGSP,BRCA,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Anser caerulescens x Branta canadensis,Snow x Canada Goose (hybrid),x00197,hybrid,360.0,CANG CAGO SNGO,BRCA ANCA,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Anser rossii x Branta canadensis,Ross's x Canada Goose (hybrid),x00693,hybrid,361.0,CANG CAGO ROGO,ANRO BRCA,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Branta leucopsis x canadensis,Barnacle x Canada Goose (hybrid),x00417,hybrid,362.0,CANG CAGO BAGO BARG,BRCA BRLE,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Branta hutchinsii/canadensis,Cackling/Canada Goose,y00470,slash,363.0,CANG CACG CAGO,BRCA BRHU,CCGO,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Anser caerulescens/rossii x Branta hutchinsii/canadensis,Snow/Ross's x Cackling/Canada Goose (hybrid),y00765,hybrid,364.0,SRGO ROGO SNGO CCGO CANG CAGO CACG,BRCA BRHU ANRO ANCA,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Branta sandvicensis,Hawaiian Goose,hawgoo,species,365.0,NENE,BRSA,HAGO,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Branta leucopsis x sandvicensis,Barnacle x Hawaiian Goose (hybrid),x01139,hybrid,366.0,HAGO BAGO NENE BARG,BRSA BRLE,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Branta ruficollis,Red-breasted Goose,rebgoo1,species,367.0,RBGO,BRRU,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Anser albifrons x Branta ruficollis,Greater White-fronted x Red-breasted Goose (hybrid),x00939,hybrid,368.0,GWFG RBGO,BRRU ANAL,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Branta bernicla x ruficollis,Brant x Red-breasted Goose (hybrid),x00996,hybrid,369.0,RBGO BRAN BRGO,BRRU BRBE,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Branta leucopsis x ruficollis,Barnacle x Red-breasted Goose (hybrid),x00365,hybrid,370.0,BAGO RBGO BARG,BRRU BRLE,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Branta sp.,Branta sp.,branta1,spuh,371.0,,,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Cereopsis novaehollandiae,Cape Barren Goose,cabgoo1,species,372.0,CBGO,CENO,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Stictonetta naevosa,Freckled Duck,freduc1,species,375.0,FRDU,STNA,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Cyanochen cyanoptera,Blue-winged Goose,buwgoo1,species,376.0,BWGO,CYCY,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Cygnus olor,Mute Swan,mutswa,species,377.0,,CYOL,MUSW,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Anser anser x Cygnus olor,Graylag Goose x Mute Swan (hybrid),x00366,hybrid,378.0,MUSW GRGO,CYOL ANAN,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Cygnus atratus,Black Swan,blkswa,species,379.0,BLSW,CYAT,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Cygnus olor x atratus,Mute x Black Swan (hybrid),x01037,hybrid,380.0,MUSW BLSW,CYOL CYAT,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Cygnus melancoryphus,Black-necked Swan,blnswa2,species,381.0,BNSW,CYME,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Cygnus buccinator,Trumpeter Swan,truswa,species,382.0,TRSW,CYBU,TRUS,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Cygnus olor x buccinator,Mute x Trumpeter Swan (hybrid),x00832,hybrid,383.0,MUSW TRSW TRUS,CYOL CYBU,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Cygnus columbianus,Tundra Swan,tunswa,species,384.0,BESW,CYCO,TUSW,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Cygnus columbianus columbianus,Tundra Swan (Whistling),tunswa1,issf,385.0,BESW TUSW,CYCO,WHSW,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,tunswa,,,anatid1
Cygnus columbianus bewickii,Tundra Swan (Bewick's),bewswa1,issf,386.0,BESW TUSW,CYCO,BESW,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,tunswa,,,anatid1
Cygnus columbianus columbianus x bewickii,Tundra Swan (Whistling x Bewick's),tunswa2,intergrade,387.0,BESW TUSW,CYCO,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,tunswa,,,anatid1
Cygnus buccinator x columbianus,Trumpeter x Tundra Swan (hybrid),x00418,hybrid,388.0,BESW TUSW TRUS TRSW,CYCO CYBU,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Cygnus buccinator/columbianus,Trumpeter/Tundra Swan,y00471,slash,389.0,BESW TUSW TRUS TRSW,CYCO CYBU,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Cygnus cygnus,Whooper Swan,whoswa,species,390.0,WHSW,CYCY,WHOS,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Cygnus olor x cygnus,Mute x Whooper Swan (hybrid),x00997,hybrid,391.0,MUSW WHOS WHSW,CYOL CYCY,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Cygnus buccinator x cygnus,Trumpeter x Whooper Swan (hybrid),x00419,hybrid,392.0,TRUS WHOS WHSW TRSW,CYBU CYCY,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Cygnus columbianus/cygnus,Tundra/Whooper Swan,y00708,slash,393.0,BESW TUSW WHSW WHOS,CYCO CYCY,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Cygnus sp.,swan sp.,swan1,spuh,394.0,,,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Coscoroba coscoroba,Coscoroba Swan,cosswa1,species,395.0,COSW,COCO,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Sarkidiornis melanotos,Knob-billed Duck,comduc2,species,396.0,KBDU,SAME,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Sarkidiornis sylvicola,Comb Duck,comduc3,species,397.0,ACDU,SASY,CODU,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Pteronetta hartlaubii,Hartlaub's Duck,harduc1,species,398.0,HADU,PTHA,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Oressochen jubatus,Orinoco Goose,origoo1,species,399.0,,ORJU,ORGO,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Oressochen melanopterus,Andean Goose,andgoo1,species,400.0,ANGO,ORME,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Chloephaga picta,Upland Goose,uplgoo1,species,401.0,UPGO,CHPI,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Chloephaga picta (White-breasted),Upland Goose (White-breasted),uplgoo2,form,404.0,UPGO,CHPI,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,uplgoo1,,,anatid1
Chloephaga picta (Bar-breasted),Upland Goose (Bar-breasted),uplgoo3,form,405.0,UPGO,CHPI,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,uplgoo1,,,anatid1
Chloephaga hybrida,Kelp Goose,kelgoo1,species,406.0,KEGO,CHHY,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Chloephaga poliocephala,Ashy-headed Goose,ashgoo1,species,409.0,AHGO,CHPO,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Chloephaga rubidiceps,Ruddy-headed Goose,ruhgoo1,species,410.0,RHGO,CHRU,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Chloephaga poliocephala x rubidiceps,Ashy-headed x Ruddy-headed Goose (hybrid),x01120,hybrid,411.0,RHGO AHGO,CHPO CHRU,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Chloephaga sp.,Chloephaga sp.,chloep1,spuh,412.0,,,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Anatidae (goose sp.),goose sp.,goose1,spuh,413.0,,,UNGO,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Radjah radjah,Radjah Shelduck,radshe1,species,414.0,RASH,RARA,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Alopochen aegyptiaca,Egyptian Goose,egygoo,species,417.0,,ALAE,EGGO,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Sarkidiornis melanotos x Alopochen aegyptiaca,Knob-billed Duck x Egyptian Goose (hybrid),x01177,hybrid,418.0,EGGO KBDU,SAME ALAE,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Alopochen mauritiana,Mauritius Shelduck,maushe1,species,419.0,MASH,ALMA,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,true,0,anatid1
Alopochen kervazoi,Reunion Shelduck,reushe1,species,420.0,RESH,ALKE,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,true,0,anatid1
Tadorna ferruginea,Ruddy Shelduck,rudshe,species,421.0,,TAFE,RUSH,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Alopochen aegyptiaca x Tadorna ferruginea,Egyptian Goose x Ruddy Shelduck (hybrid),x00367,hybrid,422.0,EGGO RUSH,ALAE TAFE,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Tadorna cana,South African Shelduck,soashe1,species,423.0,SASH,TACA,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Tadorna tadornoides,Australian Shelduck,ausshe1,species,424.0,CBSH AUSH,TATA,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Tadorna variegata,Paradise Shelduck,parshe1,species,425.0,PASH,TAVA,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Tadorna tadorna,Common Shelduck,comshe,species,426.0,COSH,TATA,COMS,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Tadorna ferruginea x tadorna,Ruddy x Common Shelduck (hybrid),x00876,hybrid,427.0,COMS COSH RUSH,TATA TAFE,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Tadorna cristata,Crested Shelduck,creshe1,species,428.0,CRSH,TACR,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,true,1916,anatid1
Plectropterus gambensis,Spur-winged Goose,spwgoo1,species,429.0,SWGO,PLGA,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Plectropterus gambensis gambensis,Spur-winged Goose (Northern),spwgoo2,issf,430.0,SWGO,PLGA,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,spwgoo1,,,anatid1
Plectropterus gambensis niger,Spur-winged Goose (Southern),spwgoo3,issf,431.0,SWGO,PLGA,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,spwgoo1,,,anatid1
Tachyeres patachonicus,Flying Steamer-Duck,flystd1,species,432.0,FSDU FLSD FLST,TAPA,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Tachyeres pteneres,Flightless Steamer-Duck,flistd1,species,433.0,MAST FSDU FLSD,TAPT,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Tachyeres pteneres [undescribed form],Flightless Steamer-Duck (Chiloe form),flistd2,form,434.0,MAST FSDU FLSD,TAPT,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,flistd1,,,anatid1
Tachyeres brachypterus,Falkland Steamer-Duck,falstd1,species,435.0,FAST FASD FSDU,TABR,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Tachyeres brachypterus (Flightless),Falkland Steamer-Duck (Flightless),falstd2,form,436.0,FAST FASD FSDU,TABR,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,falstd1,,,anatid1
Tachyeres brachypterus (Flying),Falkland Steamer-Duck (Flying),falstd3,form,437.0,FASD FAST FSDU,TABR,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,falstd1,,,anatid1
Tachyeres leucocephalus,White-headed Steamer-Duck,whhstd1,species,438.0,CSDU WHSD WHST,TALE,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Tachyeres patachonicus/leucocephalus,Flying/White-headed Steamer-Duck,y01376,slash,439.0,WHSD WHST CSDU FSDU FLST FLSD,TAPA TALE,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Tachyeres sp.,steamer-duck sp.,steame1,spuh,440.0,,,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Lophonetta specularioides,Crested Duck,creduc1,species,441.0,CRDU,LOSP,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Speculanas specularis,Spectacled Duck,speduc2,species,444.0,SPDU BWDU,SPSP,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Cairina moschata,Muscovy Duck,musduc,species,445.0,,CAMO,MUDU,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Cairina moschata (Domestic type),Muscovy Duck (Domestic type),musduc3,domestic,446.0,MUDU,CAMO,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,musduc,,,anatid1
Alopochen aegyptiaca x Cairina moschata,Egyptian Goose x Muscovy Duck (hybrid),x01045,hybrid,447.0,MUDU EGGO,ALAE CAMO,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Nettapus pulchellus,Green Pygmy-Goose,grnpyg1,species,448.0,GPGO GRPG,NEPU,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Nettapus coromandelianus,Cotton Pygmy-Goose,copgoo1,species,449.0,COPG CPGO,NECO,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Nettapus pulchellus/coromandelianus,Green/Cotton Pygmy-Goose,y01228,slash,452.0,GPGO CPGO GRPG COPG,NEPU NECO,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Nettapus auritus,African Pygmy-Goose,afrpyg1,species,453.0,APGO AFPG,NEAU,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Callonetta leucophrys,Ringed Teal,rintea1,species,454.0,RITE,CALE,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Aix sponsa,Wood Duck,wooduc,species,455.0,AWDU CWDU,AISP,WODU,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Tadorna tadorna x Aix sponsa,Common Shelduck x Wood Duck (hybrid),x00940,hybrid,456.0,WODU AWDU CWDU COMS COSH,TATA AISP,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Aix galericulata,Mandarin Duck,manduc,species,457.0,MADU,AIGA,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Aix sponsa x galericulata,Wood x Mandarin Duck (hybrid),x00833,hybrid,458.0,AWDU WODU CWDU MADU,AIGA AISP,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Chenonetta jubata,Maned Duck,manduc1,species,459.0,AWDU MADU,CHJU,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Chenonetta finschi,Finsch's Duck,finduc1,species,460.0,FIDU,CHFI,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,true,1760,anatid1
Amazonetta brasiliensis,Brazilian Teal,bratea1,species,461.0,BRTE,AMBR,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Aix sponsa x Amazonetta brasiliensis,Wood Duck x Brazilian Teal (hybrid),x01178,hybrid,464.0,AWDU WODU CWDU BRTE,AMBR AISP,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Hymenolaimus malacorhynchos,Blue Duck,bluduc1,species,465.0,BLDU,HYMA,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Merganetta armata,Torrent Duck,torduc1,species,468.0,TODU,MEAR,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Merganetta armata leucogenis/colombiana,Torrent Duck (Colombian),torduc8,issf,469.0,TODU,MEAR,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,torduc1,,,anatid1
Merganetta armata turneri,Torrent Duck (Black-bellied),torduc4,issf,472.0,TODU,MEAR,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,torduc1,,,anatid1
Merganetta armata garleppi/berlepschi,Torrent Duck (Bolivian),torduc9,issf,473.0,TODU,MEAR,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,torduc1,,,anatid1
Merganetta armata armata,Torrent Duck (Patagonian),torduc7,issf,476.0,TODU,MEAR,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,torduc1,,,anatid1
Salvadorina waigiuensis,Salvadori's Teal,saltea1,species,477.0,SATE,SAWA,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Sibirionetta formosa,Baikal Teal,baitea,species,478.0,,SIFO,BATE,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Spatula querquedula,Garganey,gargan,species,479.0,,SPQU,GARG,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Spatula hottentota,Blue-billed Teal,hottea1,species,480.0,HOTE BBTE,SPHO,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Spatula versicolor,Silver Teal,siltea1,species,481.0,SITE,SPVE,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Spatula puna,Puna Teal,puntea1,species,484.0,PUTE,SPPU,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Spatula discors,Blue-winged Teal,buwtea,species,485.0,,SPDI,BWTE,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Sibirionetta formosa x Spatula discors,Baikal x Blue-winged Teal (hybrid),x01179,hybrid,486.0,BWTE BATE,SPDI SIFO,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Spatula cyanoptera,Cinnamon Teal,cintea,species,487.0,,SPCY,CITE,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Spatula cyanoptera septentrionalium,Cinnamon Teal (Northern),cintea1,issf,488.0,CITE,SPCY,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,cintea,,,anatid1
Spatula cyanoptera [orinoma Group],Cinnamon Teal (Andean),cintea6,issf,489.0,CITE,SPCY,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,cintea,,,anatid1
Spatula cyanoptera cyanoptera,Cinnamon Teal (Southern),cintea5,issf,493.0,CITE,SPCY,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,cintea,,,anatid1
